9.993750000000000133e-01,2.000000000000000000e+00
9.993750000000000133e-01,2.000000000000000000e+00
9.992499999999999716e-01,2.000000000000000000e+00
9.993750000000000133e-01,2.000000000000000000e+00
9.993750000000000133e-01,2.000000000000000000e+00
9.993750000000000133e-01,2.000000000000000000e+00
9.992499999999999716e-01,2.000000000000000000e+00
9.995000000000000551e-01,2.000000000000000000e+00
9.992499999999999716e-01,2.000000000000000000e+00
9.993750000000000133e-01,2.000000000000000000e+00
